word	freq	match	not_match
man	7891	0.8753454685211182	0.14248640835285187
shirt	4536	0.8503158688545227	0.1374749392271042
woman	4378	0.9338465929031372	0.17119330167770386
boy	1477	0.8900580406188965	0.1713886857032776
girl	1428	0.8939321637153625	0.17752330005168915
dog	1399	0.8179193735122681	0.22066548466682434
hat	1333	0.9784016013145447	0.15089358389377594
street	1162	0.8982587456703186	0.18805170059204102
jeans	1099	0.8511551022529602	0.17779512703418732
water	986	0.8072606921195984	0.27212822437286377
jacket	949	0.8462318181991577	0.24043035507202148
shorts	832	0.6497329473495483	0.14319837093353271
table	814	0.7965052723884583	0.32235953211784363
glasses	751	0.991277813911438	0.20250189304351807
pants	750	0.7624304890632629	0.1805761605501175
ball	745	0.9688560962677002	0.13871139287948608
sidewalk	696	0.9310000538825989	0.15005244314670563
hand	694	0.9363670945167542	0.2810918986797333
building	688	0.9403685927391052	0.30036479234695435
head	606	0.9052289128303528	0.23840026557445526
child	575	0.8475905060768127	0.24770008027553558
dress	564	0.741134524345398	0.17394103109836578
wall	560	0.8308005928993225	0.26579549908638
sunglasses	542	0.9095222353935242	0.16794663667678833
person	523	0.8668941855430603	0.3050782084465027
grass	511	0.7808565497398376	0.24626851081848145
helmet	481	0.9977902770042419	0.04230286553502083
bike	475	0.8543209433555603	0.2914036512374878
microphone	442	0.917711615562439	0.24938572943210602
face	436	0.8315885066986084	0.25851374864578247
guitar	430	0.7702242732048035	0.4045214056968689
bench	419	0.7237284779548645	0.41339942812919617
field	417	0.6649721264839172	0.24081598222255707
snow	393	0.849063515663147	0.2508011758327484
hair	390	0.7783722281455994	0.34840986132621765
beach	373	0.8754560947418213	0.28602200746536255
chair	357	0.5499642491340637	0.40567103028297424
mouth	347	0.9005539417266846	0.34860751032829285
hands	345	0.8624492287635803	0.2638712525367737
tree	342	0.7344834804534912	0.39353495836257935
t-shirt	339	0.794743537902832	0.0643138587474823
and	328	0.6175997853279114	0.21750712394714355
people	313	0.9348490834236145	0.3867335021495819
suit	301	0.7875112891197205	0.2614630460739136
coat	301	0.9133128523826599	0.20591363310813904
car	300	0.9583396315574646	0.1692712903022766
boat	292	0.7854140996932983	0.3784499764442444
floor	287	0.7940244674682617	0.4213539659976959
baby	286	0.9956996440887451	0.47505345940589905
backpack	278	0.8275614380836487	0.33580824732780457
bag	276	0.7975192666053772	0.35034823417663574
skateboard	274	0.7830353379249573	0.23594829440116882
sign	262	0.9366389513015747	0.2996758222579956
fence	262	0.90583735704422	0.4064834415912628
bicycle	245	0.9572669267654419	0.2909139394760132
camera	245	0.9464296698570251	0.1466137021780014
window	243	0.9876585006713867	0.3963167369365692
uniform	242	0.7222617268562317	0.20209695398807526
cap	239	0.9991899728775024	0.07820611447095871
sand	238	0.9803467988967896	0.39724040031433105
road	234	0.8415622115135193	0.23621147871017456
vest	233	0.7970636487007141	0.12320490926504135
sweater	230	0.7301784753799438	0.3200352191925049
top	226	0.7405073642730713	0.262822687625885
horse	220	0.8510543704032898	0.2411668747663498
food	210	0.7686043977737427	0.3549433648586273
stage	210	0.9785715341567993	0.39216503500938416
cellphone	210	0.9116954803466797	0.0330594927072525
other	209	0.7597958445549011	0.2492167204618454
pool	205	0.9773996472358704	0.17327047884464264
something	203	0.593188464641571	0.4943077862262726
of	200	0.7653120160102844	0.3854953944683075
trees	199	0.8908283710479736	0.3065904974937439
book	198	0.7553073167800903	0.1793435961008072
skirt	197	0.9495208859443665	0.24996964633464813
beard	196	0.8901551365852356	0.2700415253639221
crowd	194	0.730439305305481	0.24315211176872253
rock	190	0.8389433026313782	0.29363876581192017
scarf	182	0.9308355450630188	0.17571236193180084
umbrella	181	0.6795032024383545	0.35073140263557434
arm	180	0.5169717669487	0.21636712551116943
ocean	179	0.7199766635894775	0.38047778606414795
blond-hair	178	0.6587654948234558	0.28519731760025024
stick	178	0.6981286406517029	0.42663073539733887
cigarette	167	0.9791789054870605	0.27764973044395447
cart	167	0.9015040993690491	0.37703466415405273
rope	165	0.8579123020172119	0.2912653982639313
motorcycle	161	0.8924663662910461	0.21429771184921265
back	157	0.7527028918266296	0.5690976977348328
toy	152	0.8317540884017944	0.1718921661376953
apron	152	0.973649799823761	0.25148090720176697
purse	145	0.6262674927711487	0.21480514109134674
arms	143	0.4828956127166748	0.2726471722126007
dirt	140	0.683756411075592	0.15101538598537445
truck	139	0.9529151320457458	0.28279802203178406
bridge	138	0.9473075270652771	0.47643131017684937
young	137	0.9032344818115234	0.02692009136080742
all	136	0.7045798301696777	0.1936226487159729
phone	133	0.9991582036018372	0.13617295026779175
pole	130	0.8546661734580994	0.37932899594306946
couch	127	0.5207657217979431	0.5482977032661438
wave	126	0.7754676938056946	0.35403504967689514
ramp	124	0.997382402420044	0.009714966639876366
brown	122	0.9544211030006409	0.20961470901966095
eyes	122	0.8080952167510986	0.13785216212272644
door	122	0.8409207463264465	0.20731280744075775
lake	121	0.8112949132919312	0.24046382308006287
sky	120	0.9957690238952637	0.24927936494350433
house	118	0.7538552284240723	0.10527130216360092
store	117	0.8196678757667542	0.45503267645835876
park	117	0.8219852447509766	0.28253111243247986
surfboard	114	0.6830040812492371	0.122108094394207
shoulder	112	0.7134871482849121	0.36926138401031494
sweatshirt	111	0.8647743463516235	0.22451426088809967
flag	109	0.6580557227134705	0.3405615985393524
jersey	109	0.9823111295700073	0.15660609304904938
outfit	108	0.778714656829834	0.21870103478431702
goggles	107	0.9950019717216492	0.11113635450601578
mountain	107	0.8978872299194336	0.4485195279121399
tie	107	0.5422101616859436	0.33196207880973816
mountains	106	0.7534441351890564	0.49823063611984253
collar	106	0.9999250769615173	0.14641742408275604
flowers	106	0.8740048408508301	0.4943927228450775
men	105	0.8909035921096802	0.14759846031665802
gray	104	0.6864604353904724	0.1977783590555191
net	104	0.8835577368736267	0.214203879237175
swing	104	0.29495587944984436	0.7836178541183472
desk	103	0.6818277835845947	0.3673264980316162
steps	102	0.9968706369400024	0.39796245098114014
track	102	0.8674649000167847	0.2215299755334854
drink	102	0.4847131371498108	0.5168464779853821
river	100	0.9755296111106873	0.48793092370033264
boots	100	0.8025579452514648	0.4290829002857208
frisbee	100	0.9896429181098938	0.23206211626529694
shoes	99	0.9745583534240723	0.2910486161708832
blanket	98	0.9920456409454346	0.32404494285583496
leg	98	0.669234573841095	0.23704133927822113
counter	97	0.979798436164856	0.4344312846660614
hill	93	0.4407076835632324	0.006313276011496782
path	91	0.9863458275794983	0.3327183723449707
stairs	91	0.07318122684955597	0.0013409459497779608
someone	90	0.0	0.0
cup	90	0.9871652722358704	0.2701926529407501
newspaper	89	0.889799952507019	0.2157302349805832
bucket	89	0.9979936480522156	0.06962037086486816
foot	89	0.8004721403121948	0.32510656118392944
tent	89	0.48053884506225586	0.4600009620189667
lap	88	0.9866452813148499	0.0853133350610733
train	87	0.9925664067268372	0.000616712321061641
lady	87	0.9077422022819519	0.16412436962127686
headphones	87	0.9999903440475464	0.125042125582695
women	86	0.9584780335426331	0.1292838156223297
rocks	86	0.9970319867134094	0.3726361393928528
grill	85	0.8927842974662781	0.3275530934333801
ladder	85	0.7459329962730408	0.1113998293876648
graffiti	84	0.944453239440918	0.6786148548126221
bus	83	0.8675480484962463	0.36211907863616943
basket	83	0.6439241766929626	0.22979594767093658
fountain	83	0.9593426585197449	0.35509464144706726
room	82	0.3557698428630829	0.23381644487380981
paper	81	0.6160029768943787	0.36297547817230225
player	81	0.8822394013404846	0.30404654145240784
leash	80	0.8650886416435242	0.3593883216381073
fire	79	0.10285425186157227	0.03050203248858452
stroller	79	0.7322167754173279	0.30629074573516846
bed	78	0.9936347007751465	0.16831862926483154
dock	77	0.8130780458450317	0.11415015161037445
machine	77	0.3535847067832947	0.9892086386680603
